Crop,State,Soil_Type,Season,Crop_Water_Requirement_mm,Rainfall_mm,Effective_Rainfall_mm,Irrigation_Efficiency,Net_Irrigation_Requirement_mm,Recommended_Water_mm,Potential_Water_Saving_Percent,Water_Saving_Method,Farm_Area_Hectares,Recommended_Water_m3
Jute,Himachal Pradesh,Alluvial,Kharif,620.23,1728.02,496.19,0.882,99.24,112.51,29.4,Alternate Wetting / Controlled Irrigation,95.14,107042.01
Jute,Tamil Nadu,Loamy,Kharif,714.12,316.92,182.12,0.789,532.0,674.3,34.66,Controlled Irrigation,84.9,572480.7
Onion,Telangana,Red,Rabi,365.58,261.95,209.41,0.722,174.45,241.54,24.5,Drip or Sprinkler Irrigation,16.07,38815.48
Tomato,Bihar,Red,Kharif,492.15,970.76,393.72,0.914,123.04,134.55,34.18,Drip or Sprinkler Irrigation,12.51,16832.21
Tomato,Tamil Nadu,Alluvial,Kharif,490.99,1526.77,392.8,0.778,78.56,100.93,44.89,Alternate Wetting / Controlled Irrigation,14.27,14402.71
Rice,Karnataka,Clay,Kharif,1221.65,879.42,736.95,0.898,386.96,431.06,12.72,Alternate Wetting and Drying,35.51,153069.41
Soybean,Rajasthan,Red,Kharif,545.0,1073.07,436.0,0.866,136.25,157.29,43.89,Drip or Sprinkler Irrigation,81.81,128678.95
Millet,Bihar,Red,Kharif,383.29,949.9,306.64,0.86,95.82,111.39,40.56,Drip or Sprinkler Irrigation,71.11,79209.43
Wheat,Jharkhand,Loamy,Rabi,456.24,1540.14,364.99,0.911,91.25,100.17,30.28,Controlled Irrigation,51.11,51196.89
Groundnut,Rajasthan,Red,Kharif,587.33,1602.02,469.86,0.9,146.83,163.07,25.72,Drip or Sprinkler Irrigation,84.59,137940.91
Cotton,Andhra Pradesh,Loamy,Kharif,778.47,1796.55,622.77,0.69,155.69,225.68,42.44,Controlled Irrigation,31.48,71044.06
Soybean,Haryana,Loamy,Kharif,612.77,775.92,490.21,0.809,122.55,151.55,30.81,Controlled Irrigation,63.06,95567.43
Lentil,Madhya Pradesh,Alluvial,Rabi,415.94,1586.98,332.75,0.661,66.55,100.7,39.73,Alternate Wetting / Controlled Irrigation,53.87,54247.09
Jute,Himachal Pradesh,Alluvial,Kharif,801.17,528.47,333.85,0.896,435.27,485.71,33.66,Alternate Wetting / Controlled Irrigation,92.76,450544.6
Millet,Kerala,Sandy,Kharif,325.88,1346.53,260.7,0.803,104.28,129.84,26.14,Drip Irrigation,20.22,26253.65
Maize,Kerala,Loamy,Rabi,511.44,1271.68,409.15,0.786,102.29,130.09,38.08,Controlled Irrigation,14.55,18928.1
Mustard,Karnataka,Alluvial,Rabi,418.57,264.79,165.62,0.798,236.21,296.11,29.22,Alternate Wetting / Controlled Irrigation,90.91,269193.6
Millet,Punjab,Red,Kharif,418.71,1078.17,334.97,0.719,104.68,145.49,32.85,Drip or Sprinkler Irrigation,4.86,7070.81
Cotton,Punjab,Loamy,Kharif,790.4,348.18,280.53,0.725,509.87,703.53,28.86,Controlled Irrigation,41.44,291542.83
Cabbage,Chhattisgarh,Loamy,Rabi,447.83,540.22,311.43,0.809,136.39,168.53,26.67,Controlled Irrigation,96.4,162462.92
Wheat,Chhattisgarh,Clay,Rabi,554.35,528.81,291.44,0.685,218.55,319.27,35.59,Alternate Wetting and Drying,99.05,316236.94
Cotton,Madhya Pradesh,Black,Kharif,626.42,1696.54,501.13,0.769,112.76,146.66,29.87,Drip Irrigation,89.18,130791.39
Cabbage,Punjab,Loamy,Rabi,484.99,1410.65,387.99,0.695,97.0,139.54,29.86,Controlled Irrigation,1.81,2525.67
Cotton,Himachal Pradesh,Alluvial,Kharif,841.49,1796.28,673.2,0.761,134.64,176.93,42.6,Alternate Wetting / Controlled Irrigation,54.64,96674.55
Potato,Odisha,Alluvial,Rabi,500.93,1355.69,400.74,0.72,80.15,111.33,36.63,Alternate Wetting / Controlled Irrigation,53.24,59272.09
Onion,Karnataka,Red,Kharif,411.1,1432.14,328.88,0.812,102.77,126.6,38.1,Drip or Sprinkler Irrigation,77.85,98558.1
Cabbage,Telangana,Loamy,Rabi,431.14,1507.57,344.91,0.716,86.23,120.43,36.97,Controlled Irrigation,86.12,103714.32
Jute,Uttar Pradesh,Alluvial,Kharif,679.67,1750.59,543.73,0.912,108.75,119.3,36.04,Alternate Wetting / Controlled Irrigation,90.86,108395.98
Potato,Jharkhand,Alluvial,Rabi,556.4,1725.76,445.12,0.747,89.02,119.16,39.16,Alternate Wetting / Controlled Irrigation,66.3,79003.08
Millet,Tamil Nadu,Sandy,Kharif,432.63,1215.46,346.1,0.71,138.44,194.87,33.08,Drip Irrigation,16.99,33108.41
Rice,Himachal Pradesh,Alluvial,Kharif,1359.19,702.71,545.49,0.726,759.34,1045.84,10.43,Alternate Wetting / Controlled Irrigation,47.09,492486.06
Wheat,Andhra Pradesh,Clay,Rabi,461.19,1010.41,368.95,0.909,55.34,60.91,38.62,Alternate Wetting and Drying,68.63,41802.53
Rice,Uttar Pradesh,Clay,Kharif,1248.55,1020.88,677.06,0.734,471.61,642.46,13.53,Alternate Wetting and Drying,7.56,48569.98
Wheat,Chhattisgarh,Loamy,Rabi,546.9,1454.93,437.52,0.825,109.38,132.57,35.99,Controlled Irrigation,20.93,27746.9
Millet,Bihar,Loamy,Kharif,491.23,1487.17,392.99,0.893,98.25,110.02,28.61,Controlled Irrigation,11.89,13081.38
Mustard,Uttarakhand,Black,Rabi,303.81,1243.39,243.05,0.676,54.69,80.94,28.61,Drip Irrigation,26.95,21813.33
Cabbage,Kerala,Alluvial,Rabi,369.17,1258.23,295.33,0.682,59.07,86.61,28.7,Alternate Wetting / Controlled Irrigation,34.09,29525.35
Barley,Madhya Pradesh,Alluvial,Rabi,423.11,1418.1,338.49,0.884,67.7,76.6,32.92,Alternate Wetting / Controlled Irrigation,40.4,30946.4
Mustard,Madhya Pradesh,Black,Rabi,417.26,716.69,333.8,0.687,75.11,109.36,30.53,Drip Irrigation,98.17,107358.71
Tomato,Haryana,Red,Rabi,521.95,1725.33,417.56,0.699,130.49,186.77,44.75,Drip or Sprinkler Irrigation,81.71,152609.77
Potato,Kerala,Loamy,Rabi,561.5,1653.8,449.2,0.853,112.3,131.69,27.17,Controlled Irrigation,80.45,105944.61
Cabbage,Andhra Pradesh,Loamy,Rabi,539.41,1531.86,431.53,0.672,107.88,160.54,30.95,Controlled Irrigation,45.54,73109.92
Lentil,Andhra Pradesh,Alluvial,Rabi,363.31,1512.5,290.65,0.695,58.13,83.67,31.84,Alternate Wetting / Controlled Irrigation,81.99,68601.03
Carrot,Maharashtra,Sandy,Rabi,312.59,432.83,250.07,0.736,100.03,135.89,31.35,Drip Irrigation,82.59,112231.55
Onion,Bihar,Loamy,Kharif,433.98,592.55,347.19,0.826,86.8,105.08,32.36,Controlled Irrigation,26.15,27478.42
Groundnut,Tamil Nadu,Sandy,Kharif,591.27,517.71,332.06,0.815,330.16,405.04,28.16,Drip Irrigation,24.14,97776.66
Rice,Gujarat,Loamy,Kharif,1271.65,1160.92,711.74,0.727,559.91,769.72,26.76,Controlled Irrigation,76.14,586064.81
Tomato,Telangana,Red,Kharif,525.96,283.92,196.31,0.724,355.95,491.87,32.75,Drip or Sprinkler Irrigation,70.81,348293.15
Lentil,Jharkhand,Loamy,Rabi,379.43,1117.11,303.55,0.915,75.89,82.92,38.39,Controlled Irrigation,27.06,22438.15
Wheat,Gujarat,Clay,Rabi,612.79,934.19,490.24,0.883,73.54,83.28,39.04,Alternate Wetting and Drying,46.45,38683.56
Potato,Maharashtra,Loamy,Rabi,536.0,1215.82,428.8,0.679,107.2,157.94,29.8,Controlled Irrigation,23.53,37163.28
Tomato,Rajasthan,Red,Kharif,454.51,611.35,363.61,0.876,113.63,129.75,41.5,Drip or Sprinkler Irrigation,76.0,98610.0
Rice,Rajasthan,Clay,Kharif,1133.74,1395.38,906.99,0.879,136.05,154.73,38.79,Alternate Wetting and Drying,22.02,34071.55
Onion,Madhya Pradesh,Red,Kharif,426.69,747.63,341.35,0.866,106.67,123.23,37.63,Drip or Sprinkler Irrigation,97.05,119594.72
Barley,Odisha,Alluvial,Rabi,444.54,775.99,355.63,0.724,71.13,98.27,34.9,Alternate Wetting / Controlled Irrigation,94.87,93228.75
Sugarcane,Jharkhand,Loamy,Kharif,1659.61,1644.21,1175.92,0.859,483.69,563.31,42.95,Controlled Irrigation,53.57,301765.17
Barley,Himachal Pradesh,Alluvial,Rabi,394.66,762.53,315.73,0.916,63.15,68.96,32.04,Alternate Wetting / Controlled Irrigation,35.19,24267.02
Wheat,West Bengal,Alluvial,Rabi,603.11,567.92,350.84,0.778,228.15,293.21,36.44,Alternate Wetting / Controlled Irrigation,61.05,179004.7
Barley,Uttar Pradesh,Loamy,Rabi,429.7,1045.08,343.76,0.71,85.94,121.13,44.66,Controlled Irrigation,45.9,55598.67
Jute,Telangana,Loamy,Kharif,711.83,818.01,470.57,0.698,241.26,345.8,42.74,Controlled Irrigation,82.65,285803.7
Soybean,Jharkhand,Loamy,Kharif,737.31,1165.07,589.85,0.719,147.46,205.19,43.59,Controlled Irrigation,88.63,181859.9
Lentil,Chhattisgarh,Alluvial,Rabi,353.24,437.29,282.59,0.726,56.52,77.8,37.57,Alternate Wetting / Controlled Irrigation,79.91,62169.98
Potato,Punjab,Sandy,Rabi,525.89,1684.67,420.71,0.888,168.28,189.47,26.99,Drip Irrigation,22.39,42422.33
Chickpea,Gujarat,Loamy,Rabi,394.11,1729.22,315.29,0.854,78.82,92.29,42.18,Controlled Irrigation,57.32,52900.63
Barley,Telangana,Alluvial,Rabi,398.24,1352.53,318.59,0.738,63.72,86.33,34.68,Alternate Wetting / Controlled Irrigation,95.31,82281.12
Maize,Andhra Pradesh,Loamy,Kharif,654.56,1249.74,523.64,0.884,130.91,148.15,36.49,Controlled Irrigation,29.39,43541.28
Potato,Kerala,Sandy,Rabi,557.09,580.6,389.07,0.821,234.88,285.98,31.36,Drip Irrigation,99.14,283520.57
Pigeonpea,Karnataka,Red,Kharif,560.4,890.08,448.32,0.892,140.1,157.13,31.46,Drip or Sprinkler Irrigation,96.48,151599.02
Cabbage,Assam,Loamy,Rabi,433.91,623.73,347.12,0.701,86.78,123.86,35.8,Controlled Irrigation,84.18,104265.35
Jute,Odisha,Alluvial,Kharif,775.99,1358.0,620.79,0.787,124.16,157.74,30.98,Alternate Wetting / Controlled Irrigation,17.93,28282.78
Mustard,Bihar,Black,Rabi,401.65,1594.08,321.32,0.781,72.3,92.54,26.32,Drip Irrigation,27.42,25374.47
Millet,Karnataka,Loamy,Kharif,479.63,1714.81,383.71,0.77,95.93,124.57,37.76,Controlled Irrigation,20.5,25536.85
Jute,Gujarat,Loamy,Kharif,684.48,706.42,404.31,0.751,280.17,373.02,26.83,Controlled Irrigation,82.55,307928.01
Potato,Himachal Pradesh,Alluvial,Rabi,547.21,452.01,274.55,0.806,250.78,311.04,24.49,Alternate Wetting / Controlled Irrigation,52.79,164198.02
Onion,Tamil Nadu,Sandy,Rabi,368.15,1647.79,294.52,0.78,117.81,150.99,39.46,Drip Irrigation,21.15,31934.38
Mustard,Uttarakhand,Alluvial,Rabi,491.33,1485.87,393.06,0.758,78.61,103.7,40.05,Alternate Wetting / Controlled Irrigation,54.87,56900.19
Potato,Punjab,Loamy,Rabi,454.78,747.47,363.82,0.797,90.96,114.11,32.72,Controlled Irrigation,48.93,55834.02
Groundnut,Telangana,Loamy,Kharif,449.58,1196.66,359.67,0.8,89.92,112.4,25.23,Controlled Irrigation,33.91,38114.84
Mustard,Himachal Pradesh,Black,Rabi,464.86,950.9,371.88,0.699,83.67,119.69,27.16,Drip Irrigation,39.15,46858.63
Onion,Uttar Pradesh,Loamy,Kharif,514.41,1528.42,411.53,0.683,102.88,150.6,41.35,Controlled Irrigation,87.53,131820.18
Mustard,Himachal Pradesh,Loamy,Rabi,492.77,316.14,235.43,0.804,257.34,319.91,24.39,Controlled Irrigation,88.44,282928.4
Carrot,Madhya Pradesh,Sandy,Rabi,338.5,1093.27,270.8,0.749,108.32,144.66,33.54,Drip Irrigation,59.35,85855.71
Tomato,Maharashtra,Loamy,Kharif,435.22,1502.41,348.17,0.741,87.04,117.53,27.36,Controlled Irrigation,66.06,77640.32
Soybean,Punjab,Loamy,Kharif,671.0,1233.27,536.8,0.833,134.2,161.16,29.97,Controlled Irrigation,99.79,160821.56
Soybean,Telangana,Black,Kharif,562.52,1749.11,450.02,0.673,101.25,150.55,37.15,Drip Irrigation,73.41,110518.76
Potato,Himachal Pradesh,Loamy,Rabi,580.41,352.67,295.64,0.721,284.77,394.76,18.95,Controlled Irrigation,91.87,362666.01
Sugarcane,Uttar Pradesh,Loamy,Kharif,1357.47,776.47,492.04,0.736,865.42,1175.9,12.04,Controlled Irrigation,72.69,854761.71
Groundnut,Maharashtra,Loamy,Kharif,571.67,1339.02,457.34,0.694,114.33,164.84,44.56,Controlled Irrigation,50.91,83920.04
Millet,Tamil Nadu,Loamy,Kharif,490.76,752.29,392.61,0.658,98.15,149.16,38.52,Controlled Irrigation,37.55,56009.58
Maize,Uttar Pradesh,Sandy,Rabi,669.46,512.6,323.76,0.844,426.04,504.61,16.97,Drip Irrigation,65.24,329207.56
Millet,Karnataka,Loamy,Kharif,478.65,586.41,382.92,0.891,95.73,107.45,38.47,Controlled Irrigation,82.85,89022.32
Mustard,Telangana,Black,Rabi,363.96,402.93,255.65,0.77,101.03,131.24,36.37,Drip Irrigation,87.46,114782.5
Carrot,Himachal Pradesh,Loamy,Rabi,490.65,519.21,345.56,0.709,145.09,204.75,35.72,Controlled Irrigation,28.58,58517.55
Onion,Assam,Red,Rabi,538.78,335.41,237.35,0.822,328.37,399.46,16.2,Drip or Sprinkler Irrigation,38.68,154511.13
Cotton,Karnataka,Loamy,Kharif,566.27,809.5,453.02,0.762,113.25,148.54,44.48,Controlled Irrigation,39.85,59193.19
Tomato,Uttarakhand,Alluvial,Kharif,595.33,759.43,476.27,0.732,95.25,130.16,39.12,Alternate Wetting / Controlled Irrigation,80.65,104974.04
Millet,Punjab,Red,Kharif,338.5,587.81,270.8,0.735,84.62,115.21,38.34,Drip or Sprinkler Irrigation,84.8,97698.08
Banana,Haryana,Black,Kharif,1298.08,819.81,611.56,0.659,660.56,1001.85,29.71,Drip Irrigation,82.86,830132.91
Jute,Punjab,Loamy,Kharif,647.05,917.4,517.64,0.866,129.41,149.44,25.8,Controlled Irrigation,19.6,29290.24
Onion,Odisha,Loamy,Kharif,444.69,1180.71,355.75,0.772,88.94,115.16,40.41,Controlled Irrigation,17.01,19588.72
Jute,Uttarakhand,Loamy,Kharif,758.13,1480.48,606.5,0.863,151.63,175.77,29.05,Controlled Irrigation,57.11,100382.25
Potato,Madhya Pradesh,Alluvial,Rabi,549.09,1734.57,439.27,0.66,87.85,133.17,40.42,Alternate Wetting / Controlled Irrigation,25.82,34384.49
Rice,Telangana,Clay,Kharif,1128.95,1350.86,903.16,0.674,135.47,200.9,37.63,Alternate Wetting and Drying,8.78,17639.02
Maize,Haryana,Alluvial,Kharif,714.27,275.94,212.53,0.659,473.18,717.62,15.3,Alternate Wetting / Controlled Irrigation,92.43,663296.17
Sugarcane,Gujarat,Black,Kharif,1303.88,1041.74,833.4,0.757,444.4,587.09,12.59,Drip Irrigation,9.72,57065.15
Tomato,Assam,Alluvial,Kharif,444.09,466.88,296.52,0.86,129.8,150.99,35.61,Alternate Wetting / Controlled Irrigation,42.57,64276.44
Soybean,Chhattisgarh,Black,Kharif,611.68,382.87,236.62,0.893,362.83,406.28,10.2,Drip Irrigation,83.97,341153.32
Mustard,Maharashtra,Alluvial,Rabi,465.52,1013.77,372.41,0.879,74.48,84.7,37.84,Alternate Wetting / Controlled Irrigation,96.42,81667.74
Soybean,Gujarat,Red,Kharif,652.98,1442.91,522.38,0.684,163.24,238.6,33.65,Drip or Sprinkler Irrigation,19.63,46837.18
Wheat,Karnataka,Loamy,Rabi,623.5,351.61,279.67,0.849,343.83,405.15,19.61,Controlled Irrigation,28.97,117371.95
Carrot,Uttar Pradesh,Loamy,Rabi,352.98,1043.46,282.38,0.666,70.6,106.06,30.83,Controlled Irrigation,55.38,58736.03
Chickpea,Karnataka,Loamy,Rabi,424.93,1076.14,339.94,0.813,84.99,104.54,38.05,Controlled Irrigation,16.87,17635.9
Maize,Telangana,Loamy,Rabi,584.48,1165.98,467.58,0.915,116.9,127.78,34.03,Controlled Irrigation,89.86,114823.11
Wheat,Haryana,Loamy,Rabi,560.57,1168.87,448.46,0.722,112.11,155.23,33.94,Controlled Irrigation,57.3,88946.79
Mustard,Bihar,Alluvial,Rabi,443.02,522.45,354.41,0.809,70.88,87.66,37.1,Alternate Wetting / Controlled Irrigation,27.63,24220.46
Lentil,Chhattisgarh,Alluvial,Rabi,329.26,988.35,263.4,0.748,52.68,70.44,38.99,Alternate Wetting / Controlled Irrigation,2.14,1507.42
Carrot,Uttar Pradesh,Loamy,Rabi,464.46,281.31,234.78,0.757,229.68,303.55,23.83,Controlled Irrigation,70.91,215247.31
Jute,Jharkhand,Loamy,Kharif,699.96,956.22,559.97,0.88,139.99,159.02,40.71,Controlled Irrigation,47.37,75327.77
Jute,Himachal Pradesh,Loamy,Kharif,701.94,1614.9,561.55,0.745,140.39,188.41,44.01,Controlled Irrigation,38.85,73197.28
Onion,West Bengal,Sandy,Rabi,512.42,1433.32,409.94,0.686,163.97,238.86,36.23,Drip Irrigation,70.64,168730.7
Rice,Haryana,Alluvial,Kharif,1204.39,693.13,569.33,0.805,586.89,728.74,24.72,Alternate Wetting / Controlled Irrigation,32.15,234289.91
Potato,Tamil Nadu,Loamy,Rabi,473.64,823.89,378.91,0.714,94.73,132.67,39.54,Controlled Irrigation,17.48,23190.72
Rice,Odisha,Clay,Kharif,1287.54,1590.64,928.85,0.688,255.69,371.61,29.78,Alternate Wetting and Drying,93.27,346600.65
Banana,Bihar,Alluvial,Kharif,1350.93,1789.76,1080.74,0.827,216.15,261.41,37.49,Alternate Wetting / Controlled Irrigation,45.47,118863.13
Banana,Tamil Nadu,Black,Kharif,1130.44,1486.07,871.62,0.654,236.21,361.0,34.86,Drip Irrigation,7.26,26208.6
Lentil,Gujarat,Loamy,Rabi,430.61,1089.84,344.49,0.762,86.12,113.08,40.08,Controlled Irrigation,55.38,62623.7
Groundnut,Uttarakhand,Sandy,Kharif,475.01,1475.25,380.01,0.753,152.0,201.84,29.21,Drip Irrigation,50.81,102554.9
Jute,Maharashtra,Alluvial,Kharif,731.24,670.69,457.48,0.9,244.51,271.69,39.28,Alternate Wetting / Controlled Irrigation,97.17,264001.17
Banana,Bihar,Alluvial,Kharif,1197.2,1648.53,957.76,0.89,191.55,215.22,30.5,Alternate Wetting / Controlled Irrigation,51.26,110321.77
Rice,Uttarakhand,Alluvial,Kharif,1390.48,930.12,558.15,0.838,776.71,927.1,26.5,Alternate Wetting / Controlled Irrigation,74.76,693099.96
Chickpea,Chhattisgarh,Loamy,Rabi,409.05,1578.22,327.24,0.653,81.81,125.19,31.13,Controlled Irrigation,63.27,79207.71
Wheat,Andhra Pradesh,Alluvial,Rabi,556.18,440.93,361.47,0.735,172.47,234.61,24.83,Alternate Wetting / Controlled Irrigation,32.66,76623.63
Cabbage,Jharkhand,Red,Rabi,499.61,512.2,387.72,0.887,136.87,154.36,29.4,Drip or Sprinkler Irrigation,29.82,46030.15
Cotton,Karnataka,Black,Kharif,561.91,786.26,433.83,0.656,116.85,178.08,38.54,Drip Irrigation,41.45,73814.16
Lentil,Jharkhand,Loamy,Rabi,382.92,945.81,306.34,0.764,76.58,100.19,33.37,Controlled Irrigation,93.51,93687.67
Cabbage,Andhra Pradesh,Alluvial,Rabi,433.07,841.84,346.46,0.662,69.29,104.74,28.82,Alternate Wetting / Controlled Irrigation,11.54,12087.0
Onion,Uttarakhand,Sandy,Rabi,529.92,652.58,401.82,0.709,191.69,270.18,41.79,Drip Irrigation,85.32,230517.58
Banana,Uttarakhand,Loamy,Kharif,1283.99,458.06,264.11,0.674,1019.88,1512.94,21.26,Controlled Irrigation,81.33,1230474.1
Mustard,Haryana,Black,Rabi,371.34,1761.81,297.07,0.737,66.84,90.64,43.83,Drip Irrigation,69.72,63194.21
Sugarcane,Andhra Pradesh,Alluvial,Kharif,1414.03,540.42,453.77,0.919,903.7,982.98,18.6,Alternate Wetting / Controlled Irrigation,70.02,688282.6
Barley,Telangana,Alluvial,Rabi,392.32,333.6,237.37,0.837,139.25,166.3,33.47,Alternate Wetting / Controlled Irrigation,21.3,35421.9
Onion,Jharkhand,Sandy,Rabi,358.71,1701.88,286.96,0.901,114.79,127.46,43.1,Drip Irrigation,95.54,121775.28
Millet,Andhra Pradesh,Loamy,Kharif,402.4,1207.5,321.92,0.727,80.48,110.77,34.83,Controlled Irrigation,43.46,48140.64
Banana,Assam,Black,Kharif,1378.25,1502.99,1102.6,0.825,248.08,300.88,26.59,Drip Irrigation,34.14,102720.43
Millet,Karnataka,Loamy,Kharif,454.91,668.22,363.93,0.744,90.98,122.26,43.87,Controlled Irrigation,75.89,92783.11
Maize,West Bengal,Loamy,Kharif,506.4,1505.23,405.12,0.78,101.28,129.92,35.26,Controlled Irrigation,79.27,102987.58
Rice,West Bengal,Alluvial,Kharif,1101.2,501.94,413.91,0.863,643.24,745.54,27.65,Alternate Wetting / Controlled Irrigation,23.7,176692.98
Tomato,Telangana,Loamy,Kharif,444.01,929.9,355.2,0.862,88.8,103.04,37.07,Controlled Irrigation,91.21,93982.78
Onion,Gujarat,Red,Rabi,477.11,1276.64,381.69,0.762,119.28,156.55,29.43,Drip or Sprinkler Irrigation,34.37,53806.24
Mustard,Punjab,Loamy,Rabi,476.05,1763.68,380.84,0.892,95.21,106.69,37.42,Controlled Irrigation,46.67,49792.22
Banana,Punjab,Black,Kharif,1197.97,1555.36,958.37,0.915,215.63,235.59,25.72,Drip Irrigation,18.96,44667.86
Soybean,West Bengal,Black,Kharif,686.39,1140.83,549.11,0.781,123.55,158.15,44.83,Drip Irrigation,43.97,69538.55
Jute,Gujarat,Loamy,Kharif,693.04,1570.88,554.44,0.863,138.61,160.65,38.08,Controlled Irrigation,73.42,117949.23
Carrot,Odisha,Loamy,Rabi,306.0,1596.53,244.8,0.741,61.2,82.58,42.2,Controlled Irrigation,5.69,4698.8
Lentil,Karnataka,Alluvial,Rabi,301.01,1254.47,240.8,0.799,48.16,60.24,37.61,Alternate Wetting / Controlled Irrigation,22.37,13475.69
Cabbage,Karnataka,Red,Rabi,352.85,1411.28,282.28,0.834,88.21,105.72,33.6,Drip or Sprinkler Irrigation,72.48,76625.86
Groundnut,Andhra Pradesh,Sandy,Kharif,578.19,545.76,382.8,0.8,264.78,331.15,25.97,Drip Irrigation,34.79,115207.08
Rice,Jharkhand,Loamy,Kharif,1172.67,1276.22,938.13,0.912,234.53,257.05,40.03,Controlled Irrigation,19.85,51024.43
Banana,Telangana,Alluvial,Kharif,1285.2,884.83,687.62,0.701,546.17,779.32,25.41,Alternate Wetting / Controlled Irrigation,6.81,53071.69
Banana,Punjab,Black,Kharif,1157.41,1651.0,925.93,0.669,208.33,311.59,43.79,Drip Irrigation,53.29,166046.31
Carrot,West Bengal,Sandy,Rabi,402.19,1153.5,321.75,0.771,128.7,166.85,30.06,Drip Irrigation,9.29,15500.36
Tomato,Assam,Loamy,Kharif,580.14,1378.02,464.11,0.696,116.03,166.6,36.68,Controlled Irrigation,23.6,39317.6
Wheat,Rajasthan,Alluvial,Rabi,506.59,1683.84,405.27,0.887,81.05,91.37,35.8,Alternate Wetting / Controlled Irrigation,49.8,45502.26
Soybean,Madhya Pradesh,Black,Kharif,528.14,1084.21,422.51,0.849,95.06,111.97,37.42,Drip Irrigation,2.71,3034.39
Sugarcane,Maharashtra,Loamy,Kharif,1644.05,1310.67,754.18,0.772,889.87,1152.77,32.56,Controlled Irrigation,36.58,421683.27
Carrot,Assam,Sandy,Rabi,455.66,511.64,356.45,0.844,153.89,182.33,44.98,Drip Irrigation,2.17,3956.56
Millet,Uttar Pradesh,Loamy,Kharif,479.3,258.74,205.98,0.812,273.32,336.5,18.04,Controlled Irrigation,43.12,145098.8
Wheat,Rajasthan,Clay,Rabi,571.03,961.9,456.83,0.88,68.52,77.89,26.52,Alternate Wetting and Drying,12.36,9627.2
Soybean,Rajasthan,Black,Kharif,706.15,1445.28,564.92,0.776,127.11,163.71,36.86,Drip Irrigation,62.33,102040.44
Chickpea,Bihar,Black,Rabi,440.87,736.32,352.7,0.747,79.36,106.29,39.2,Drip Irrigation,57.29,60893.54
Soybean,Rajasthan,Black,Kharif,510.54,342.59,257.95,0.67,242.38,361.68,14.76,Drip Irrigation,41.01,148324.97
Groundnut,Assam,Red,Kharif,647.63,1356.74,518.1,0.813,161.91,199.23,37.31,Drip or Sprinkler Irrigation,57.34,114238.48
Maize,Maharashtra,Loamy,Kharif,607.67,1798.67,486.13,0.781,121.53,155.6,26.04,Controlled Irrigation,32.22,50134.32
Carrot,Jharkhand,Loamy,Rabi,465.91,1243.48,372.73,0.772,93.18,120.74,39.24,Controlled Irrigation,14.67,17712.56
Banana,Assam,Loamy,Kharif,1097.35,1064.41,760.99,0.709,336.37,474.2,30.38,Controlled Irrigation,63.34,300358.28
Soybean,Assam,Red,Kharif,549.29,512.99,284.08,0.705,292.67,415.3,36.31,Drip or Sprinkler Irrigation,54.47,226213.91
Sugarcane,Andhra Pradesh,Loamy,Kharif,1541.3,1544.24,1233.04,0.779,308.26,395.5,37.28,Controlled Irrigation,81.34,321699.7
Rice,Punjab,Loamy,Kharif,1255.45,1121.71,739.55,0.896,515.9,576.01,29.44,Controlled Irrigation,14.74,84903.87
Chickpea,Jharkhand,Loamy,Rabi,430.64,1348.54,344.51,0.897,86.13,96.06,33.55,Controlled Irrigation,5.92,5686.75
Rice,Chhattisgarh,Clay,Kharif,1212.12,1605.83,921.0,0.883,194.15,219.96,34.21,Alternate Wetting and Drying,62.67,137848.93
Millet,Gujarat,Red,Kharif,347.89,886.51,278.31,0.861,86.97,101.01,37.12,Drip or Sprinkler Irrigation,31.03,31343.4
Lentil,Jharkhand,Alluvial,Rabi,322.5,740.35,258.0,0.892,51.6,57.87,33.33,Alternate Wetting / Controlled Irrigation,61.77,35746.3
Cotton,Kerala,Loamy,Kharif,647.39,1722.71,517.91,0.833,129.48,155.36,26.16,Controlled Irrigation,0.75,1165.2
Groundnut,Andhra Pradesh,Loamy,Kharif,554.13,1507.63,443.3,0.859,110.83,129.02,42.25,Controlled Irrigation,63.48,81901.9
Barley,Himachal Pradesh,Loamy,Rabi,373.09,1490.82,298.47,0.731,74.62,102.14,36.23,Controlled Irrigation,14.01,14309.81
Cotton,Karnataka,Black,Kharif,618.35,456.54,291.04,0.91,314.94,345.91,20.29,Drip Irrigation,47.22,163338.7
Mustard,Bihar,Alluvial,Rabi,489.33,274.17,184.17,0.653,285.6,437.67,13.02,Alternate Wetting / Controlled Irrigation,22.11,96768.84
Sugarcane,Telangana,Loamy,Kharif,1534.57,1629.48,1227.66,0.764,306.91,401.72,41.88,Controlled Irrigation,44.09,177118.35
Groundnut,Uttar Pradesh,Red,Kharif,599.77,427.64,270.39,0.696,359.37,516.23,26.87,Drip or Sprinkler Irrigation,73.13,377519.0
